[DATASET] (1.2509000e+02 1.7310000e+02)
2.4000000e+02 6.4591604e-01 4.6301691e-01 9.1868515e-01 1.5217632e-02 1.1956213e-01
3.8037437e+02 6.4352899e-01 4.6423116e-01 8.9626450e-01 1.4739161e-02 1.1126386e-01
6.0285274e+02 6.4116422e-01 4.6545398e-01 8.7551393e-01 1.4299383e-02 1.0365348e-01
9.5545721e+02 6.3882178e-01 4.6668555e-01 8.5622280e-01 1.3893282e-02 9.6642915e-02
1.5142976e+03 6.3650165e-01 4.6792609e-01 8.3821643e-01 1.3516710e-02 9.0159826e-02
2.4000000e+03 6.3420376e-01 4.6917578e-01 8.2134850e-01 1.3166205e-02 8.4144097e-02
3.8037437e+03 6.3192799e-01 4.7043482e-01 8.0549540e-01 1.2838850e-02 7.8545287e-02
6.0285274e+03 6.2967421e-01 4.7170338e-01 7.9055182e-01 1.2532170e-02 7.3320684e-02
9.5545721e+03 6.2744223e-01 4.7298163e-01 7.7642741e-01 1.2244044e-02 6.8433821e-02
1.5142976e+04 6.2523186e-01 4.7426976e-01 7.6304415e-01 1.1972648e-02 6.3853320e-02
2.4000000e+04 6.2304290e-01 4.7556794e-01 7.5033421e-01 1.1716401e-02 5.9551999e-02
3.8037437e+04 6.2087512e-01 4.7687633e-01 7.3823833e-01 1.1473923e-02 5.5506151e-02
6.0285274e+04 6.1872829e-01 4.7819511e-01 7.2670444e-01 1.1244006e-02 5.1694977e-02
9.5545721e+04 6.1660217e-01 4.7952445e-01 7.1568657e-01 1.1025588e-02 4.8100126e-02
1.5142976e+05 6.1449651e-01 4.8086452e-01 7.0514398e-01 1.0817726e-02 4.4705326e-02
2.4000000e+05 6.1241106e-01 4.8221550e-01 6.9504037e-01 1.0619586e-02 4.1496070e-02
3.8037437e+05 6.1034557e-01 4.8357755e-01 6.8534330e-01 1.0430423e-02 3.8459373e-02
6.0285274e+05 6.0829978e-01 4.8495086e-01 6.7602368e-01 1.0249568e-02 3.5583559e-02
9.5545721e+05 6.0627344e-01 4.8633561e-01 6.6705531e-01 1.0076423e-02 3.2858085e-02
1.5142976e+06 6.0426629e-01 4.8773196e-01 6.5841453e-01 9.9104490e-03 3.0273401e-02
2.4000000e+06 6.0227808e-01 4.8914011e-01 6.5007990e-01 9.7511568e-03 2.7820818e-02
3.8037437e+06 6.0030854e-01 4.9056024e-01 6.4203195e-01 9.5981044e-03 2.5492412e-02
6.0285274e+06 5.9835743e-01 4.9199253e-01 6.3425295e-01 9.4508899e-03 2.3280928e-02
9.5545721e+06 5.9642450e-01 4.9343717e-01 6.2672670e-01 9.3091466e-03 2.1179706e-02
1.5142976e+07 5.9450950e-01 4.9489437e-01 6.1943837e-01 9.1725399e-03 1.9182617e-02
2.4000000e+07 5.9261217e-01 4.9636430e-01 6.1237436e-01 9.0407633e-03 1.7284003e-02
3.8037437e+07 5.9073229e-01 4.9784718e-01 6.0552216e-01 8.9135354e-03 1.5478629e-02
6.0285274e+07 5.8886960e-01 4.9934321e-01 5.9887023e-01 8.7905975e-03 1.3761642e-02
9.5545721e+07 5.8702387e-01 5.0085259e-01 5.9240793e-01 8.6717111e-03 1.2128530e-02
1.5142976e+08 5.8519487e-01 5.0237553e-01 5.8612542e-01 8.5566563e-03 1.0575092e-02
2.4000000e+08 5.8338236e-01 5.0391225e-01 5.8001356e-01 8.4452293e-03 9.0974091e-03
3.8037437e+08 5.8158611e-01 5.0546296e-01 5.7406389e-01 8.3372416e-03 7.6918165e-03
6.0285274e+08 5.7980591e-01 5.0702789e-01 5.6826853e-01 8.2325181e-03 6.3548833e-03
9.5545721e+08 5.7804152e-01 5.0860727e-01 5.6262013e-01 8.1308959e-03 5.0833919e-03
1.5142976e+09 5.7629273e-01 5.1020133e-01 5.5711186e-01 8.0322237e-03 3.8743199e-03
2.4000000e+09 5.7455933e-01 5.1181030e-01 5.5173732e-01 7.9363601e-03 2.7248241e-03
3.8037437e+09 5.7284110e-01 5.1343442e-01 5.4649053e-01 7.8431731e-03 1.6322270e-03
6.0285274e+09 5.7113784e-01 5.1507395e-01 5.4136589e-01 7.7525395e-03 5.9400297e-04
9.5545721e+09 5.6944933e-01 5.1672913e-01 5.3635814e-01 7.6643438e-03 -3.9223242e-04
1.5142976e+10 5.6777539e-01 5.1840022e-01 5.3146235e-01 7.5784778e-03 -1.3287332e-03
2.4000000e+10 5.6611581e-01 5.2008749e-01 5.2667387e-01 7.4948398e-03 -2.2176323e-03
3.8037437e+10 5.6447040e-01 5.2179119e-01 5.2198835e-01 7.4133345e-03 -3.0609500e-03
6.0285274e+10 5.6283896e-01 5.2351162e-01 5.1740166e-01 7.3338720e-03 -3.8606017e-03
9.5545721e+10 5.6122131e-01 5.2524904e-01 5.1290992e-01 7.2563679e-03 -4.6184050e-03
1.5142976e+11 5.5961726e-01 5.2700375e-01 5.0850946e-01 7.1807423e-03 -5.3360861e-03
2.4000000e+11 5.5802662e-01 5.2877604e-01 5.0419682e-01 7.1069202e-03 -6.0152855e-03
3.8037437e+11 5.5644923e-01 5.3056621e-01 4.9996871e-01 7.0348304e-03 -6.6575638e-03
6.0285274e+11 5.5488490e-01 5.3237457e-01 4.9582203e-01 6.9644059e-03 -7.2644060e-03
9.5545721e+11 5.5333347e-01 5.3420143e-01 4.9175382e-01 6.8955831e-03 -7.8372268e-03
1.5142976e+12 5.5179475e-01 5.3604711e-01 4.8776131e-01 6.8283018e-03 -8.3773740e-03
2.4000000e+12 5.5026859e-01 5.3791195e-01 4.8384182e-01 6.7625049e-03 -8.8861329e-03
3.8037437e+12 5.4875482e-01 5.3979629e-01 4.7999283e-01 6.6981383e-03 -9.3647298e-03
6.0285274e+12 5.4725327e-01 5.4170046e-01 4.7621194e-01 6.6351507e-03 -9.8143350e-03
9.5545721e+12 5.4576379e-01 5.4362482e-01 4.7249687e-01 6.5734931e-03 -1.0236066e-02
1.5142976e+13 5.4428623e-01 5.4556974e-01 4.6884544e-01 6.5131192e-03 -1.0630991e-02
2.4000000e+13 5.4282042e-01 5.4753560e-01 4.6525557e-01 6.4539847e-03 -1.1000130e-02
3.8037437e+13 5.4136622e-01 5.4952276e-01 4.6172528e-01 6.3960475e-03 -1.1344458e-02
6.0285274e+13 5.3992348e-01 5.5153163e-01 4.5825267e-01 6.3392676e-03 -1.1664910e-02
9.5545721e+13 5.3849206e-01 5.5356261e-01 4.5483593e-01 6.2836066e-03 -1.1962377e-02
1.5142976e+14 5.3707180e-01 5.5561610e-01 4.5147334e-01 6.2290280e-03 -1.2237714e-02
2.4000000e+14 5.3566257e-01 5.5769253e-01 4.4816324e-01 6.1754970e-03 -1.2491739e-02
3.8037437e+14 5.3426424e-01 5.5979234e-01 4.4490404e-01 6.1229803e-03 -1.2725235e-02
6.0285274e+14 5.3287665e-01 5.6191596e-01 4.4169423e-01 6.0714459e-03 -1.2938952e-02
